numerics/lpfeastol = 1e-08
presolving:
(round 1, fast)       121 del vars, 305 del conss, 0 add conss, 280 chg bounds, 0 chg sides, 0 chg coeffs, 24 upgd conss, 0 impls, 28 clqs
(round 2, fast)       145 del vars, 329 del conss, 0 add conss, 304 chg bounds, 0 chg sides, 0 chg coeffs, 24 upgd conss, 0 impls, 28 clqs
(round 3, exhaustive) 145 del vars, 329 del conss, 0 add conss, 304 chg bounds, 0 chg sides, 0 chg coeffs, 52 upgd conss, 0 impls, 28 clqs
(round 4, exhaustive) 145 del vars, 329 del conss, 0 add conss, 304 chg bounds, 0 chg sides, 0 chg coeffs, 76 upgd conss, 0 impls, 28 clqs
   (0.0s) probing: 75/184 (40.8%) - 0 fixings, 0 aggregations, 48 implications, 0 bound changes
   (0.0s) probing aborted: 50/50 successive totally useless probings
presolving (5 rounds: 5 fast, 3 medium, 3 exhaustive):
 145 deleted vars, 329 deleted constraints, 0 added constraints, 304 tightened bounds, 0 added holes, 0 changed sides, 0 changed coefficients
 72 implications, 28 cliques
presolved problem has 264 variables (184 bin, 0 int, 0 impl, 80 cont) and 132 constraints
     24 constraints of type <soc>
     24 constraints of type <varbound>
     28 constraints of type <setppc>
     56 constraints of type <linear>
Presolving Time: 0.00
numerics/lpfeastol = 1e-08

  node  | left  |LP iter|LP it/n| mem |  dualbound   | primalbound  |  gap   
      1 |     0 |   149 |     - |3154k| 1.713173e+05 |      --      |    Inf 
      1 |     0 |   266 |     - |3497k| 1.900585e+05 |      --      |    Inf 
      1 |     0 |   321 |     - |3860k| 2.151419e+05 |      --      |    Inf 
      1 |     0 |   353 |     - |4335k| 2.194036e+05 |      --      |    Inf 
      1 |     0 |   396 |     - |4900k| 2.215463e+05 |      --      |    Inf 
      1 |     0 |   447 |     - |4979k| 2.218928e+05 |      --      |    Inf 
      1 |     0 |   489 |     - |4989k| 2.220203e+05 |      --      |    Inf 
      1 |     0 |   516 |     - |4992k| 2.220728e+05 |      --      |    Inf 
      1 |     0 |   527 |     - |4999k| 2.220793e+05 |      --      |    Inf 
      1 |     0 |   555 |     - |5042k| 2.221068e+05 |      --      |    Inf 
      1 |     0 |   594 |     - |5186k| 2.222118e+05 |      --      |    Inf 
      1 |     0 |   607 |     - |5186k| 2.222152e+05 |      --      |    Inf 
      1 |     0 |   906 |     - |5187k| 2.780342e+05 |      --      |    Inf 
      1 |     0 |   962 |     - |5187k| 2.822177e+05 |      --      |    Inf 
      1 |     0 |  1019 |     - |5187k| 2.833360e+05 |      --      |    Inf 
  node  | left  |LP iter|LP it/n| mem |  dualbound   | primalbound  |  gap   
      1 |     0 |  1044 |     - |5201k| 2.838835e+05 |      --      |    Inf 
      1 |     0 |  1057 |     - |5201k| 2.840193e+05 |      --      |    Inf 
      1 |     0 |  1061 |     - |5201k| 2.840474e+05 |      --      |    Inf 
      1 |     0 |  1139 |     - |5201k| 2.872041e+05 |      --      |    Inf 
      1 |     0 |  1148 |     - |5201k| 2.872391e+05 |      --      |    Inf 
      1 |     0 |  1155 |     - |5210k| 2.872417e+05 |      --      |    Inf 
      1 |     0 |  1871 |     - |5232k| 2.872417e+05 |      --      |    Inf 
E     1 |     0 |  1905 |     - |5243k| 2.872417e+05 | 1.107088e+06 | 285.42%
      1 |     0 |  1905 |     - |5243k| 2.872417e+05 | 1.107088e+06 | 285.42%
      1 |     2 |  1905 |     - |5245k| 3.041190e+05 | 1.107088e+06 | 264.03%
d    89 |    61 |  9910 |  99.9 |6299k| 3.114871e+05 | 8.883167e+05 | 185.19%
    100 |    72 | 11835 | 108.3 |6344k| 3.114871e+05 | 8.883167e+05 | 185.19%
    200 |   172 | 25151 | 120.8 |7289k| 3.325686e+05 | 8.883167e+05 | 167.11%
    300 |   272 | 32920 | 106.4 |8892k| 3.385158e+05 | 8.883167e+05 | 162.42%
    400 |   372 | 42213 | 103.0 |9488k| 3.664788e+05 | 8.883167e+05 | 142.39%
  node  | left  |LP iter|LP it/n| mem |  dualbound   | primalbound  |  gap   
N   464 |   401 | 45875 |  96.7 |9693k| 3.664788e+05 | 7.352498e+05 | 100.63%
*   471 |   364 | 45940 |  95.4 |9721k| 3.664788e+05 | 6.617102e+05 |  80.56%
*   473 |   345 | 45955 |  95.0 |9764k| 3.664788e+05 | 6.452787e+05 |  76.08%
*   487 |   347 | 46014 |  92.4 |9781k| 3.664788e+05 | 6.450638e+05 |  76.02%
    500 |   350 | 46061 |  90.1 |9800k| 3.664788e+05 | 6.450638e+05 |  76.02%
*   558 |   354 | 46262 |  81.1 |9841k| 3.664788e+05 | 6.442229e+05 |  75.79%
    600 |   358 | 46399 |  75.6 |9889k| 3.664788e+05 | 6.442229e+05 |  75.79%
    700 |   362 | 47390 |  66.2 |9935k| 3.838302e+05 | 6.442229e+05 |  67.84%
*   742 |   372 | 47599 |  62.7 |9959k| 3.838302e+05 | 6.442042e+05 |  67.84%
    800 |   398 | 48472 |  59.3 |  10M| 3.926449e+05 | 6.442042e+05 |  64.07%
*   824 |   399 | 48556 |  57.6 |  10M| 3.926449e+05 | 6.440631e+05 |  64.03%
    900 |   407 | 49295 |  53.6 |  10M| 3.976230e+05 | 6.440631e+05 |  61.98%
*   993 |   412 | 50118 |  49.4 |  10M| 4.014009e+05 | 6.439847e+05 |  60.43%
   1000 |   413 | 50134 |  49.1 |  10M| 4.014009e+05 | 6.439847e+05 |  60.43%
*  1063 |   415 | 50603 |  46.6 |  10M| 4.014920e+05 | 6.439297e+05 |  60.38%
  node  | left  |LP iter|LP it/n| mem |  dualbound   | primalbound  |  gap   
   1100 |   414 | 50980 |  45.4 |  10M| 4.015182e+05 | 6.439297e+05 |  60.37%
   1200 |   422 | 52244 |  42.6 |  10M| 4.157890e+05 | 6.439297e+05 |  54.87%
N  1263 |   423 | 52608 |  40.8 |  10M| 4.157890e+05 | 6.439297e+05 |  54.87%
   1300 |   424 | 52704 |  39.7 |  10M| 4.157890e+05 | 6.439297e+05 |  54.87%
   1400 |   428 | 53313 |  37.3 |  10M| 4.200039e+05 | 6.439297e+05 |  53.32%
C  1463 |   295 | 53524 |  35.8 |  10M| 4.200039e+05 | 6.062840e+05 |  44.35%
   1500 |   298 | 54666 |  35.7 |  10M| 4.200039e+05 | 6.062840e+05 |  44.35%
*  1513 |   305 | 54730 |  35.5 |  10M| 4.200039e+05 | 6.033508e+05 |  43.65%
*  1519 |   303 | 54750 |  35.3 |  10M| 4.200039e+05 | 6.029145e+05 |  43.55%
*  1524 |   304 | 54770 |  35.2 |  10M| 4.200039e+05 | 6.028980e+05 |  43.55%
   1600 |   312 | 55510 |  34.0 |  10M| 4.236540e+05 | 6.028980e+05 |  42.31%
*  1612 |   312 | 55670 |  33.9 |  10M| 4.237018e+05 | 6.027573e+05 |  42.26%
*  1686 |   290 | 56386 |  32.8 |  10M| 4.335821e+05 | 6.013024e+05 |  38.68%
   1700 |   292 | 56580 |  32.6 |  10M| 4.352428e+05 | 6.013024e+05 |  38.15%
   1800 |   294 | 57292 |  31.2 |  10M| 4.477263e+05 | 6.013024e+05 |  34.30%
  node  | left  |LP iter|LP it/n| mem |  dualbound   | primalbound  |  gap   
   1900 |   288 | 57771 |  29.8 |  10M| 4.497048e+05 | 6.013024e+05 |  33.71%
*  1955 |   291 | 58337 |  29.3 |  10M| 4.500189e+05 | 6.012376e+05 |  33.60%
   2000 |   292 | 58706 |  28.8 |  10M| 4.503362e+05 | 6.012376e+05 |  33.51%
*  2061 |   293 | 59510 |  28.3 |  10M| 4.511284e+05 | 6.012254e+05 |  33.27%
   2100 |   294 | 59607 |  27.9 |  10M| 4.511284e+05 | 6.012254e+05 |  33.27%
   2200 |   296 | 60320 |  26.9 |  10M| 4.563141e+05 | 6.012254e+05 |  31.76%
   2300 |   294 | 61607 |  26.3 |  11M| 4.565988e+05 | 6.012254e+05 |  31.67%
*  2371 |   298 | 62307 |  25.8 |  11M| 4.578701e+05 | 6.008117e+05 |  31.22%
   2400 |   295 | 62508 |  25.6 |  11M| 4.587260e+05 | 6.008117e+05 |  30.97%
   2500 |   319 | 62895 |  24.7 |  11M| 4.640478e+05 | 6.008117e+05 |  29.47%
   2600 |   329 | 63138 |  23.9 |  11M| 4.640478e+05 | 6.008117e+05 |  29.47%
   2700 |   325 | 64083 |  23.3 |  11M| 4.694651e+05 | 6.008117e+05 |  27.98%
   2800 |   327 | 64886 |  22.8 |  11M| 4.708577e+05 | 6.008117e+05 |  27.60%
