Bonmin 1.8.2 using Cbc 2.9.8 and Ipopt 3.12.1
bonmin: bonmin.algorithm="B-BB"
bonmin.time_limit=3600.0
halt_on_ampl_error=yes
bonmin.allowable_fraction_gap=1.0e-5
bonmin.oa_log_level=1
bonmin.bb_log_level=1


******************************************************************************
This program contains Ipopt, a library for large-scale nonlinear optimization.
 Ipopt is released as open source code under the Eclipse Public License (EPL).
         For more information visit http://projects.coin-or.org/Ipopt
******************************************************************************

NLP0012I 
              Num      Status      Obj             It       time                 Location
NLP0014I             1         OPT 1.7093308       24 0.04
NLP0014I             2         OPT 1.7104413       10 0.016
NLP0014I             3         OPT 1.711385       10 0.02
NLP0014I             4         OPT 1.7500318       16 0.028
NLP0014I             5         OPT 1.7703738       19 0.032
NLP0014I             6         OPT 1.7129945       12 0.02
NLP0014I             7         OPT 1.7103466       11 0.016
NLP0014I             8         OPT 1.7093308       17 0.032
NLP0014I             9         OPT 2.0570917       20 0.024
NLP0014I            10         OPT 1.7247052       14 0.024
NLP0014I            11         OPT 1.7109018       12 0.02
NLP0014I            12         OPT 1.7093308       16 0.028
NLP0014I            13         OPT 1.9696784       18 0.028
NLP0014I            14         OPT 1.7093308       17 0.032
NLP0014I            15         OPT 1.7093308       19 0.028
NLP0014I            16         OPT 1.7093308       15 0.024
NLP0014I            17         OPT 1.7512869       20 0.036
NLP0014I            18         OPT 1.7093308       27 0.04
NLP0014I            19         OPT 1.7093309       14 0.024
NLP0014I            20         OPT 1.7093308       28 0.044
NLP0012I 
              Num      Status      Obj             It       time                 Location
NLP0014I            21         OPT 1.7093308       15 0.024
NLP0014I            22         OPT 1.7093308       14 0.024
NLP0014I            23         OPT 1.7093308       25 0.044
NLP0014I            24         OPT 1.7093308       30 0.048
NLP0014I            25         OPT 1.7093308       15 0.024
NLP0014I            26         OPT 1.7093308       10 0.02
NLP0014I            27         OPT 1.7093308       16 0.024
NLP0014I            28         OPT 1.7093308       12 0.02
NLP0014I            29         OPT 1.7093308       16 0.028
