Bonmin 1.8.2 using Cbc 2.9.8 and Ipopt 3.12.1
bonmin: bonmin.algorithm="B-BB"
bonmin.time_limit=3600.0
halt_on_ampl_error=yes
bonmin.allowable_fraction_gap=1.0e-5
bonmin.oa_log_level=1
bonmin.bb_log_level=1


******************************************************************************
This program contains Ipopt, a library for large-scale nonlinear optimization.
 Ipopt is released as open source code under the Eclipse Public License (EPL).
         For more information visit http://projects.coin-or.org/Ipopt
******************************************************************************

NLP0012I 
              Num      Status      Obj             It       time                 Location
NLP0014I             1         OPT -20493.491       36 0.328
NLP0014I             2         OPT -20291.523       18 0.168
NLP0014I             3         OPT -19324.759       23 0.192
NLP0014I             4         OPT -20421.815       25 0.228
NLP0014I             5         OPT -20139.148       20 0.168
NLP0014I             6         OPT -20449.906       20 0.204
NLP0014I             7         OPT -20332.156       24 0.192
NLP0014I             8         OPT -20470.358       23 0.192
NLP0014I             9         OPT -20469.961       20 0.172
NLP0014I            10         OPT -20370.098       21 0.176
NLP0014I            11         OPT -20272.5       24 0.188
NLP0014I            12         OPT -20441.574       17 0.14
NLP0014I            13         OPT -19945.888       20 0.164
NLP0014I            14         OPT -20479.924       22 0.228
NLP0014I            15         OPT -20320.164       23 0.188
NLP0014I            16         OPT -20246.93       22 0.18
NLP0014I            17         OPT -20440.825       23 0.24
NLP0014I            18         OPT -20472.309       21 0.184
NLP0014I            19         OPT -19629.59       19 0.156
NLP0014I            20         OPT -20435.136       20 0.164
NLP0012I 
              Num      Status      Obj             It       time                 Location
NLP0014I            21         OPT -19799.863       18 0.148
NLP0014I            22         OPT -20481.606       24 0.196
NLP0014I            23         OPT -19949.237       21 0.212
NLP0014I            24         OPT -20149.931       21 0.22
NLP0014I            25         OPT -20082.978       23 0.184
NLP0014I            26         OPT -20489.677       21 0.176
NLP0014I            27         OPT -19964.82       18 0.148
NLP0014I            28         OPT -20069.543       21 0.176
NLP0014I            29         OPT -20464.526       20 0.172
NLP0014I            30         OPT -20493.113       22 0.188
NLP0014I            31         OPT -18951.052       21 0.168
Cbc0010I After 0 nodes, 1 on tree, 1e+50 best solution, best possible -1.7976931e+308 (5.52 seconds)
NLP0014I            32         OPT -20291.523       18 0.172
NLP0014I            33         OPT -20291.43       21 0.22
NLP0014I            34         OPT -19977.815       20 0.156
NLP0014I            35         OPT -19324.759       23 0.196
NLP0014I            36         OPT -19324.576       21 0.176
NLP0014I            37         OPT -18935.017       24 0.212
NLP0014I            38         OPT -19319.8       25 0.208
NLP0014I            39         OPT -18037.072       25 0.204
NLP0014I            40         OPT -19304.405       33 0.296
NLP0012I 
              Num      Status      Obj             It       time                 Location
NLP0014I            41         OPT -16475.097       27 0.204
NLP0014I            42         OPT -19186.862       21 0.172
NLP0014I            43         OPT -19306.023       21 0.212
NLP0014I            44         OPT -19125.922       17 0.136
NLP0014I            45         OPT -19323.237       21 0.172
NLP0014I            46         OPT -20288.184       18 0.18
NLP0014I            47         OPT -18948.377       27 0.208
NLP0014I            48         OPT -18823.098       22 0.18
NLP0014I            49         OPT -18845.743       29 0.224
NLP0014I            50         OPT -18813.356       23 0.18
NLP0014I            51         OPT -18851.622       23 0.184
NLP0014I            52         OPT -18756.431       20 0.156
NLP0014I            53         OPT -18939.726       33 0.264
NLP0014I            54         OPT -18795.615       24 0.188
NLP0014I            55         OPT -18948.377       20 0.164
NLP0014I            56         OPT -19921.406       21 0.184
NLP0014I            57         OPT -19895.426       20 0.176
NLP0014I            58         OPT -19831.31       40 0.32
NLP0014I            59         OPT -19930.83       22 0.192
NLP0014I            60         OPT -19915.454       23 0.2
NLP0012I 
              Num      Status      Obj             It       time                 Location
NLP0014I            61         OPT -19008.191       29 0.216
NLP0014I            62         OPT -18988.832       22 0.22
NLP0014I            63      INFEAS 12.074905       30 0.264
NLP0014I            64         OPT -18917.554       29 0.252
NLP0014I            65      INFEAS 5.9115734       31 0.28
NLP0014I            66         OPT -18595.889       21 0.172
NLP0014I            67         OPT -19882.35       23 0.192
NLP0014I            68         OPT -19109.088       25 0.212
NLP0014I            69         OPT -19088.935       20 0.168
NLP0014I            70      INFEAS 0.83392228       45 0.396
NLP0014I            71         OPT -18911.451       26 0.212
NLP0014I            72         OPT -19073.831       20 0.164
NLP0014I            73         OPT -19088.935       20 0.168
NLP0014I            74         OPT -19088.269       23 0.2
NLP0014I            75         OPT -19031.044       21 0.176
NLP0014I            76         OPT -19775.027       35 0.336
NLP0014I            77         OPT -19470.425       23 0.196
NLP0014I            78      INFEAS 5.6843419e-14       41 0.38
NLP0014I            79         OPT -19287.317       75 0.644
NLP0014I            80         OPT -18927.217       47 0.38
NLP0012I 
              Num      Status      Obj             It       time                 Location
NLP0014I            81         OPT -19174.483       24 0.204
NLP0014I            82         OPT -18870.373       21 0.176
NLP0014I            83         OPT -19095.467       22 0.192
NLP0014I            84         OPT -19046.185       25 0.236
NLP0014I            85         OPT -18869.67       24 0.204
NLP0014I            86         OPT -18975.516       28 0.252
NLP0014I            87         OPT -18922.919       27 0.248
NLP0014I            88         OPT -18801.297       23 0.196
NLP0014I            89         OPT -18744.415       28 0.236
NLP0014I            90         OPT -18925.578       25 0.212
NLP0014I            91         OPT -18497.03       24 0.204
NLP0014I            92         OPT -18913.84       26 0.224
NLP0014I            93         OPT -18447.86       24 0.204
