Bonmin 1.8.2 using Cbc 2.9.8 and Ipopt 3.12.1
bonmin: bonmin.algorithm="B-BB"
bonmin.time_limit=3600.0
halt_on_ampl_error=yes
bonmin.allowable_fraction_gap=1.0e-5
bonmin.oa_log_level=1
bonmin.bb_log_level=1


******************************************************************************
This program contains Ipopt, a library for large-scale nonlinear optimization.
 Ipopt is released as open source code under the Eclipse Public License (EPL).
         For more information visit http://projects.coin-or.org/Ipopt
******************************************************************************

NLP0012I 
              Num      Status      Obj             It       time                 Location
NLP0014I             1         OPT 187701.19       51 0.152
NLP0014I             2         OPT 187711.31       22 0.048
NLP0014I             3         OPT 187703.4       23 0.052
NLP0014I             4         OPT 187708.36       17 0.04
NLP0014I             5         OPT 187738.47       20 0.044
NLP0014I             6         OPT 187738.47       18 0.044
NLP0014I             7         OPT 187708.36       15 0.036
NLP0014I             8         OPT 187702.87       18 0.044
NLP0014I             9         OPT 187711.99       22 0.052
NLP0014I            10         OPT 187701.43       21 0.048
NLP0014I            11         OPT 187716.29       21 0.048
NLP0014I            12         OPT 198468.79      327 1.008
NLP0014I            13         OPT 198568.24       45 0.112
NLP0014I            14         OPT 196995.97       25 0.056
NLP0014I            15         OPT 198623.88       61 0.148
NLP0014I            16         OPT 193040.92       24 0.06
NLP0014I            17         OPT 198893.08      129 0.296
NLP0014I            18         OPT 198040.69      118 0.3
NLP0014I            19         OPT 198123.67       40 0.112
NLP0014I            20         OPT 196836.83       48 0.132
NLP0012I 
              Num      Status      Obj             It       time                 Location
NLP0014I            21         OPT 198163.18       53 0.116
NLP0014I            22         OPT 193012.03       46 0.128
NLP0014I            23         OPT 198340.93      129 0.34
NLP0014I            24         OPT 187772.97       18 0.044
NLP0014I            25         OPT 187720.93       18 0.044
NLP0014I            26         OPT 187701.24       23 0.052
NLP0014I            27         OPT 187778.24       21 0.052
NLP0014I            28         OPT 197435.12       52 0.136
NLP0014I            29         OPT 197535.68      101 0.244
NLP0014I            30         OPT 196411.27       26 0.06
NLP0014I            31         OPT 197593.64       35 0.08
NLP0014I            32         OPT 192808.39       27 0.064
NLP0014I            33         OPT 197878.32       29 0.076
NLP0014I            34         OPT 195020.77       87 0.228
NLP0014I            35         OPT 195115.57       78 0.212
NLP0014I            36         OPT 194600.08       31 0.076
NLP0014I            37         OPT 195170.95       61 0.148
NLP0014I            38         OPT 191927.4       46 0.124
NLP0014I            39         OPT 195444.76       31 0.076
NLP0014I            40         OPT 194672.21      117 0.316
NLP0012I 
              Num      Status      Obj             It       time                 Location
NLP0014I            41         OPT 194745.92       52 0.12
NLP0014I            42         OPT 194324.06       56 0.152
NLP0014I            43         OPT 194779.54       58 0.14
NLP0014I            44         OPT 191814.82       27 0.06
NLP0014I            45         OPT 194928.18      147 0.376
NLP0014I            46         OPT 192844.85       91 0.236
NLP0014I            47         OPT 192924.28       39 0.092
NLP0014I            48         OPT 192777.11       62 0.18
NLP0014I            49         OPT 192966.26       42 0.108
NLP0014I            50         OPT 191051.29       23 0.052
NLP0014I            51         OPT 193163.93       40 0.088
NLP0014I            52         OPT 192370.53       28 0.072
NLP0014I            53         OPT 192441.72       41 0.092
NLP0014I            54         OPT 192340.47       28 0.068
NLP0014I            55         OPT 192475.44       36 0.084
NLP0014I            56         OPT 190833.38       39 0.112
NLP0014I            57         OPT 192626.83       32 0.072
NLP0014I            58      FAILED 196068.16     3000 9.348
NLP0014I *           1         OPT 191809.69      146 0.432   resolve robustness
NLP0014I            60         OPT 191885.1       78 0.172
NLP0012I 
              Num      Status      Obj             It       time                 Location
NLP0014I            61         OPT 191805.17       22 0.052
NLP0014I            62         OPT 191924.01      111 0.28
NLP0014I            63         OPT 190538.8       26 0.056
NLP0014I            64         OPT 192105.2       80 0.196
NLP0014I            65         OPT 187710.88       13 0.028
NLP0014I            66         OPT 187702.26       14 0.036
NLP0014I            67         OPT 187702.26       12 0.032
NLP0014I            68         OPT 187711.71       14 0.032
NLP0014I            69         OPT 187707.21       13 0.036
NLP0014I            70         OPT 187702.25        7 0.02
NLP0014I            71         OPT 187702.25        7 0.02
NLP0014I            72         OPT 187759.35       18 0.044
NLP0014I            73         OPT 187794.15       14 0.032
NLP0014I            74         OPT 187701.22       11 0.032
NLP0014I            75         OPT 187701.22        7 0.02
NLP0014I            76         OPT 187807.68       21 0.048
NLP0014I            77         OPT 187748.34       21 0.048
NLP0014I            78         OPT 187701.18        8 0.024
NLP0014I            79         OPT 187701.18        9 0.02
NLP0014I            80         OPT 187780.77       20 0.044
NLP0012I 
              Num      Status      Obj             It       time                 Location
NLP0014I            81         OPT 187701.18        8 0.024
NLP0014I            82         OPT 187773.18       13 0.032
NLP0014I            83         OPT 187711.73       14 0.036
NLP0014I            84         OPT 187701.18        8 0.02
NLP0014I            85         OPT 187701.18        7 0.02
NLP0014I            86         OPT 187711.73       15 0.04
NLP0014I            87         OPT 187704.41       16 0.036
NLP0014I            88         OPT 187701.18        9 0.024
NLP0014I            89         OPT 187701.18        8 0.02
NLP0014I            90         OPT 187704.41       12 0.032
NLP0014I            91         OPT 187705.1       15 0.036
NLP0014I            92         OPT 187701.18        9 0.024
NLP0014I            93         OPT 187707.32        8 0.024
NLP0014I            94         OPT 187701.18        9 0.024
Cbc0010I After 0 nodes, 1 on tree, 1e+50 best solution, best possible -1.7976931e+308 (18.89 seconds)
NLP0014I            95         OPT 198468.79       90 0.212
NLP0014I            96         OPT 198515.98      315 0.828
NLP0014I            97         OPT 198472.67      179 0.464
NLP0014I            98      INFEAS 9.7491459e-16      236 0.732
 Very small infeasibility:  9.7491459e-16
NLP0014I            99         OPT 198474.69      119 0.284
NLP0014I           100         OPT 198471.25      110 0.312
NLP0012I 
              Num      Status      Obj             It       time                 Location
NLP0014I           101         OPT 198515.98      115 0.3
NLP0014I           102         OPT 198468.85      338 0.88
NLP0014I           103      INFEAS 1.5720932e-15      318 0.916
 Very small infeasibility:  1.5720932e-15
NLP0014I           104         OPT 198568.24      164 0.408
NLP0014I           105         OPT 214450.57       68 0.16
NLP0014I           106         OPT 214450.72       70 0.176
NLP0014I           107         OPT 215320.38       88 0.204
NLP0014I           108         OPT 214453.92       68 0.168
NLP0014I           109         OPT 214457.23       44 0.1
NLP0014I           110         OPT 214498.22       78 0.196
NLP0014I           111         OPT 214450.72       70 0.164
NLP0014I           112         OPT 214461.98       65 0.156
NLP0014I           113         OPT 214474.28       40 0.088
NLP0014I           114         OPT 214475.2       76 0.196
NLP0014I           115         OPT 214454.95      103 0.268
NLP0014I           116         OPT 214451.79       69 0.172
NLP0014I           117         OPT 214457.11       45 0.1
NLP0014I           118         OPT 214507.01       73 0.184
